ocel_event_id;ocel_object_id;ocel_qualifier
book_vehs_td135;vh13;booked VHs
book_vehs_td135;vh14;booked VHs
to_bay_cr279;cr279;CR brought to bay
to_bay_cr279;fl2;FL moved
to_bay_cr305;cr305;CR brought to bay
to_bay_cr305;fl1;FL moved
load_truck_hu1514;hu1514;HU loaded
load_truck_hu1514;cr316;CR laded
load_truck_hu1514;tr2;TR laded
collect_hu1510;hu1510;HU collected
load_truck_hu1510;hu1510;HU loaded
load_truck_hu1510;cr233;CR laded
load_truck_hu1510;tr1;TR laded
collect_hu1520;hu1520;HU collected
load_veh_cr328;cr328;CR loaded
load_veh_cr328;fl3;FL moved
load_veh_cr328;vh11;VH laded
book_vehs_td136;td136;VHs booked for TD
book_vehs_td136;vh14;booked VHs
load_truck_hu1521;hu1521;HU loaded
load_truck_hu1521;cr397;CR laded
load_truck_hu1521;tr4;TR laded
load_truck_hu1517;hu1517;HU loaded
load_truck_hu1517;cr397;CR laded
load_truck_hu1517;tr4;TR laded
load_truck_hu1522;hu1522;HU loaded
load_truck_hu1522;cr397;CR laded
load_truck_hu1522;tr4;TR laded
load_truck_hu1520;hu1520;HU loaded
load_truck_hu1520;cr397;CR laded
load_truck_hu1520;tr4;TR laded
collect_hu1508;hu1508;HU collected
order_crs_td131;td131;ordered for TD
order_crs_td131;cr436;CRs ordered
order_crs_td131;cr437;CRs ordered
order_crs_td131;cr438;CRs ordered
order_crs_td131;cr439;CRs ordered
book_vehs_td132;td132;VHs booked for TD
book_vehs_td132;vh13;booked VHs
book_vehs_td132;vh14;booked VHs
load_veh_cr305;cr305;CR loaded
load_veh_cr305;fl1;FL moved
load_veh_cr305;vh11;VH laded
to_bay_cr321;cr321;CR brought to bay
to_bay_cr321;fl1;FL moved
drive_term_cr373;cr373;CR moved
drive_term_cr373;tr6;TR moved
pick_cr292;cr292;CR picked
load_veh_cr279;cr279;CR loaded
load_veh_cr279;fl2;FL moved
load_veh_cr279;vh11;VH laded
load_veh_cr331;cr331;CR loaded
load_veh_cr331;fl3;FL moved
load_veh_cr331;vh11;VH laded
to_bay_cr300;cr300;CR brought to bay
to_bay_cr300;fl2;FL moved
load_veh_cr321;cr321;CR loaded
load_veh_cr321;fl1;FL moved
load_veh_cr321;vh11;VH laded
to_bay_cr218;cr218;CR brought to bay
to_bay_cr218;fl1;FL moved
load_veh_cr300;cr300;CR loaded
load_veh_cr300;fl2;FL moved
load_veh_cr300;vh11;VH laded
load_veh_cr218;cr218;CR loaded
load_veh_cr218;fl1;FL moved
load_veh_cr218;vh11;VH laded
load_veh_cr235;cr235;CR loaded
load_veh_cr235;fl3;FL moved
load_veh_cr235;vh11;VH laded
load_veh_cr142;cr142;CR loaded
load_veh_cr142;fl2;FL moved
load_veh_cr142;vh11;VH laded
order_crs_td135;td135;ordered for TD
order_crs_td135;cr454;CRs ordered
order_crs_td135;cr452;CRs ordered
order_crs_td135;cr453;CRs ordered
order_crs_td135;cr455;CRs ordered
to_bay_cr322;cr322;CR brought to bay
to_bay_cr322;fl2;FL moved
load_veh_cr357;cr357;CR loaded
load_veh_cr357;fl1;FL moved
load_veh_cr357;vh11;VH laded
weigh_cr373;cr373;CR weighted
weigh_cr373;fl1;FL weighing
to_bay_cr310;cr310;CR brought to bay
to_bay_cr310;fl3;FL moved
load_veh_cr322;cr322;CR loaded
load_veh_cr322;fl2;FL moved
load_veh_cr322;vh11;VH laded
to_bay_cr373;cr373;CR brought to bay
to_bay_cr373;fl1;FL moved
load_veh_cr310;cr310;CR loaded
load_veh_cr310;fl3;FL moved
load_veh_cr310;vh11;VH laded
to_bay_cr309;cr309;CR brought to bay
to_bay_cr309;fl3;FL moved
book_vehs_td137;td137;VHs booked for TD
book_vehs_td137;vh13;booked VHs
book_vehs_td137;vh16;booked VHs
load_veh_cr197;cr197;CR loaded
load_veh_cr197;fl2;FL moved
load_veh_cr197;vh11;VH laded
load_truck_hu1508;hu1508;HU loaded
load_truck_hu1508;cr233;CR laded
load_truck_hu1508;tr1;TR laded
collect_hu1503;hu1503;HU collected
to_bay_cr304;cr304;CR brought to bay
to_bay_cr304;fl2;FL moved
resch_cr_cr373;cr373;CR rescheduled
resch_cr_cr373;vh13;booked VH
resch_cr_cr373;td111;TD with CR rescheduled
collect_hu1527;hu1527;HU collected
load_truck_hu1503;hu1503;HU loaded
load_truck_hu1503;cr273;CR laded
load_truck_hu1503;tr5;TR laded
create_td138;co132;TD created for CO
create_td138;td138;created TD
reg_co145;co145;registered CO
book_vehs_td138;td138;VHs booked for TD
book_vehs_td138;vh16;booked VHs
order_crs_td134;td134;ordered for TD
order_crs_td134;cr450;CRs ordered
order_crs_td134;cr451;CRs ordered
order_crs_td130;td130;ordered for TD
order_crs_td130;cr431;CRs ordered
order_crs_td130;cr432;CRs ordered
order_crs_td130;cr433;CRs ordered
order_crs_td130;cr434;CRs ordered
order_crs_td130;cr435;CRs ordered
collect_hu1504;hu1504;HU collected
collect_hu1526;hu1526;HU collected
load_truck_hu1504;hu1504;HU loaded
load_truck_hu1504;cr273;CR laded
load_truck_hu1504;tr5;TR laded
load_veh_cr309;cr309;CR loaded
load_veh_cr309;fl3;FL moved
load_veh_cr309;vh11;VH laded
to_bay_cr215;cr215;CR brought to bay
to_bay_cr215;fl3;FL moved
load_veh_cr288;cr288;CR loaded
load_veh_cr288;fl1;FL moved
load_veh_cr288;vh11;VH laded
to_bay_cr281;cr281;CR brought to bay
to_bay_cr281;fl1;FL moved
load_truck_hu1527;hu1527;HU loaded
load_truck_hu1527;cr292;CR laded
load_truck_hu1527;tr6;TR laded
load_veh_cr215;cr215;CR loaded
load_veh_cr215;fl3;FL moved
load_veh_cr215;vh11;VH laded
load_veh_cr304;cr304;CR loaded
load_veh_cr304;fl2;FL moved
load_veh_cr304;vh11;VH laded
to_bay_cr153;cr153;CR brought to bay
to_bay_cr153;fl2;FL moved
load_veh_cr281;cr281;CR loaded
load_veh_cr281;fl1;FL moved
load_veh_cr281;vh11;VH laded
to_bay_cr311;cr311;CR brought to bay
to_bay_cr311;fl3;FL moved
to_bay_cr307;cr307;CR brought to bay
to_bay_cr307;fl1;FL moved
order_crs_td136;td136;ordered for TD
order_crs_td136;cr456;CRs ordered
order_crs_td136;cr457;CRs ordered
order_crs_td136;cr458;CRs ordered
order_crs_td136;cr459;CRs ordered
order_crs_td136;cr460;CRs ordered
load_veh_cr153;cr153;CR loaded
load_veh_cr153;fl2;FL moved
load_veh_cr153;vh11;VH laded
to_bay_cr301;cr301;CR brought to bay
to_bay_cr301;fl2;FL moved
load_veh_cr311;cr311;CR loaded
load_veh_cr311;fl3;FL moved
load_veh_cr311;vh11;VH laded
load_veh_cr307;cr307;CR loaded
load_veh_cr307;fl1;FL moved
load_veh_cr307;vh11;VH laded
to_bay_cr337;cr337;CR brought to bay
to_bay_cr337;fl3;FL moved
load_veh_cr301;cr301;CR loaded
load_veh_cr301;fl2;FL moved
load_veh_cr301;vh11;VH laded
to_bay_cr306;cr306;CR brought to bay
to_bay_cr306;fl1;FL moved
to_bay_cr282;cr282;CR brought to bay
to_bay_cr282;fl2;FL moved
load_veh_cr337;cr337;CR loaded
load_veh_cr337;fl3;FL moved
load_veh_cr337;vh11;VH laded
load_veh_cr306;cr306;CR loaded
load_veh_cr306;fl1;FL moved
load_veh_cr306;vh11;VH laded
collect_hu1494;hu1494;HU collected
load_truck_hu1526;hu1526;HU loaded
load_truck_hu1526;cr292;CR laded
load_truck_hu1526;tr6;TR laded
reg_co146;co146;registered CO
load_truck_hu1494;hu1494;HU loaded
load_truck_hu1494;cr262;CR laded
load_truck_hu1494;tr3;TR laded
collect_hu1516;hu1516;HU collected
collect_hu1493;hu1493;HU collected
load_truck_hu1516;hu1516;HU loaded
load_truck_hu1516;cr316;CR laded
load_truck_hu1516;tr2;TR laded
collect_hu1506;hu1506;HU collected
load_truck_hu1493;hu1493;HU loaded
load_truck_hu1493;cr262;CR laded
load_truck_hu1493;tr3;TR laded
collect_hu1499;hu1499;HU collected
load_truck_hu1506;hu1506;HU loaded
load_truck_hu1506;cr233;CR laded
load_truck_hu1506;tr1;TR laded
load_truck_hu1499;hu1499;HU loaded
load_truck_hu1499;cr273;CR laded
load_truck_hu1499;tr5;TR laded
collect_hu1528;hu1528;HU collected
load_truck_hu1528;hu1528;HU loaded
load_truck_hu1528;cr292;CR laded
load_truck_hu1528;tr6;TR laded
collect_hu1524;hu1524;HU collected
load_truck_hu1524;hu1524;HU loaded
load_truck_hu1524;cr292;CR laded
load_truck_hu1524;tr6;TR laded
collect_hu1519;hu1519;HU collected
drive_term_cr262;cr262;CR moved
drive_term_cr262;tr3;TR moved
pick_cr376;cr376;CR picked
load_truck_hu1519;hu1519;HU loaded
load_truck_hu1519;cr397;CR laded
load_truck_hu1519;tr4;TR laded
collect_hu1534;hu1534;HU collected
collect_hu1530;hu1530;HU collected
collect_hu1509;hu1509;HU collected
collect_hu1531;hu1531;HU collected
load_truck_hu1509;hu1509;HU loaded
load_truck_hu1509;cr233;CR laded
load_truck_hu1509;tr1;TR laded
to_bay_cr216;cr216;CR brought to bay
to_bay_cr216;fl3;FL moved
to_bay_cr308;cr308;CR brought to bay
to_bay_cr308;fl1;FL moved
order_crs_td138;td138;ordered for TD
order_crs_td138;cr464;CRs ordered
order_crs_td138;cr465;CRs ordered
order_crs_td138;cr466;CRs ordered
load_veh_cr282;cr282;CR loaded
load_veh_cr282;fl2;FL moved
load_veh_cr282;vh11;VH laded
weigh_cr262;cr262;CR weighted
weigh_cr262;fl2;FL weighing
load_veh_cr216;cr216;CR loaded
load_veh_cr216;fl3;FL moved
load_veh_cr216;vh11;VH laded
to_bay_cr262;cr262;CR brought to bay
to_bay_cr262;fl2;FL moved
load_veh_cr308;cr308;CR loaded
load_veh_cr308;fl1;FL moved
load_veh_cr308;vh11;VH laded
resch_cr_cr262;cr262;CR rescheduled
resch_cr_cr262;vh13;booked VH
resch_cr_cr262;td78;TD with CR rescheduled
load_truck_hu1530;hu1530;HU loaded
load_truck_hu1530;cr376;CR laded
load_truck_hu1530;tr3;TR laded
load_truck_hu1534;hu1534;HU loaded
load_truck_hu1534;cr376;CR laded
load_truck_hu1534;tr3;TR laded
collect_hu1511;hu1511;HU collected
load_truck_hu1531;hu1531;HU loaded
load_truck_hu1531;cr376;CR laded
load_truck_hu1531;tr3;TR laded
collect_hu1518;hu1518;HU collected
load_truck_hu1511;hu1511;HU loaded
load_truck_hu1511;cr316;CR laded
load_truck_hu1511;tr2;TR laded
collect_hu1500;hu1500;HU collected
load_truck_hu1518;hu1518;HU loaded
load_truck_hu1518;cr397;CR laded
load_truck_hu1518;tr4;TR laded
order_crs_td137;td137;ordered for TD
order_crs_td137;cr463;CRs ordered
order_crs_td137;cr461;CRs ordered
order_crs_td137;cr462;CRs ordered
reg_co147;co147;registered CO
drive_term_cr233;cr233;CR moved
drive_term_cr233;tr1;TR moved
pick_cr327;cr327;CR picked
collect_hu1525;hu1525;HU collected
load_truck_hu1500;hu1500;HU loaded
load_truck_hu1500;cr273;CR laded
load_truck_hu1500;tr5;TR laded
weigh_cr233;cr233;CR weighted
weigh_cr233;fl1;FL weighing
collect_hu1523;hu1523;HU collected
load_truck_hu1525;hu1525;HU loaded
load_truck_hu1525;cr292;CR laded
load_truck_hu1525;tr6;TR laded
to_bay_cr233;cr233;CR brought to bay
to_bay_cr233;fl1;FL moved
order_crs_td132;td132;ordered for TD
order_crs_td132;cr443;CRs ordered
order_crs_td132;cr440;CRs ordered
order_crs_td132;cr441;CRs ordered
order_crs_td132;cr442;CRs ordered
order_crs_td132;cr444;CRs ordered
drive_term_cr397;cr397;CR moved
drive_term_cr397;tr4;TR moved
pick_cr145;cr145;CR picked
weigh_cr397;cr397;CR weighted
weigh_cr397;fl2;FL weighing
stock_cr397;cr397;CR stored
stock_cr397;fl2;FL moved
load_truck_hu1523;hu1523;HU loaded
load_truck_hu1523;cr292;CR laded
load_truck_hu1523;tr6;TR laded
collect_hu1539;hu1539;HU collected
drive_term_cr273;cr273;CR moved
drive_term_cr273;tr5;TR moved
pick_cr345;cr345;CR picked
resch_cr_cr233;cr233;CR rescheduled
resch_cr_cr233;vh13;booked VH
resch_cr_cr233;td69;TD with CR rescheduled
weigh_cr273;cr273;CR weighted
weigh_cr273;fl3;FL weighing
stock_cr273;cr273;CR stored
stock_cr273;fl3;FL moved
reg_co148;co148;registered CO
load_truck_hu1539;hu1539;HU loaded
load_truck_hu1539;cr327;CR laded
load_truck_hu1539;tr1;TR laded
collect_hu1550;hu1550;HU collected
collect_hu1536;hu1536;HU collected
reg_co149;co149;registered CO
load_truck_hu1550;hu1550;HU loaded
load_truck_hu1550;cr345;CR laded
load_truck_hu1550;tr5;TR laded
collect_hu1529;hu1529;HU collected
load_truck_hu1536;hu1536;HU loaded
load_truck_hu1536;cr327;CR laded
load_truck_hu1536;tr1;TR laded
create_td139;co146;TD created for CO
create_td139;td139;created TD
drive_term_cr292;cr292;CR moved
drive_term_cr292;tr6;TR moved
pick_cr391;cr391;CR picked
collect_hu1538;hu1538;HU collected
load_truck_hu1529;hu1529;HU loaded
load_truck_hu1529;cr376;CR laded
load_truck_hu1529;tr3;TR laded
collect_hu1540;hu1540;HU collected
collect_hu1545;hu1545;HU collected
load_truck_hu1538;hu1538;HU loaded
load_truck_hu1538;cr327;CR laded
load_truck_hu1538;tr1;TR laded
load_truck_hu1540;hu1540;HU loaded
load_truck_hu1540;cr327;CR laded
load_truck_hu1540;tr1;TR laded
collect_hu1535;hu1535;HU collected
collect_hu1553;hu1553;HU collected
load_truck_hu1535;hu1535;HU loaded
load_truck_hu1535;cr327;CR laded
load_truck_hu1535;tr1;TR laded
collect_hu1548;hu1548;HU collected
collect_hu1542;hu1542;HU collected
load_truck_hu1548;hu1548;HU loaded
load_truck_hu1548;cr345;CR laded
load_truck_hu1548;tr5;TR laded
collect_hu1547;hu1547;HU collected
load_truck_hu1547;hu1547;HU loaded
load_truck_hu1547;cr345;CR laded
load_truck_hu1547;tr5;TR laded
collect_hu1551;hu1551;HU collected
collect_hu1543;hu1543;HU collected
load_truck_hu1551;hu1551;HU loaded
load_truck_hu1551;cr345;CR laded
load_truck_hu1551;tr5;TR laded
collect_hu1512;hu1512;HU collected
book_vehs_td139;td139;VHs booked for TD
book_vehs_td139;vh16;booked VHs
load_truck_hu1512;hu1512;HU loaded
load_truck_hu1512;cr316;CR laded
load_truck_hu1512;tr2;TR laded
collect_hu1541;hu1541;HU collected
collect_hu1532;hu1532;HU collected
weigh_cr292;cr292;CR weighted
weigh_cr292;fl1;FL weighing
load_truck_hu1542;hu1542;HU loaded
load_truck_hu1542;cr145;CR laded
load_truck_hu1542;tr4;TR laded
load_truck_hu1541;hu1541;HU loaded
load_truck_hu1541;cr145;CR laded
load_truck_hu1541;tr4;TR laded
load_truck_hu1545;hu1545;HU loaded
load_truck_hu1545;cr145;CR laded
load_truck_hu1545;tr4;TR laded
load_truck_hu1543;hu1543;HU loaded
load_truck_hu1543;cr145;CR laded
load_truck_hu1543;tr4;TR laded
load_truck_hu1553;hu1553;HU loaded
load_truck_hu1553;cr391;CR laded
load_truck_hu1553;tr6;TR laded
reg_co150;co150;registered CO
load_truck_hu1532;hu1532;HU loaded
load_truck_hu1532;cr376;CR laded
load_truck_hu1532;tr3;TR laded
collect_hu1537;hu1537;HU collected
stock_cr292;cr292;CR stored
stock_cr292;fl1;FL moved
depart_vh11;vh11;VH departed
depart_vh11;cr308;CR departed
depart_vh11;cr216;CR departed
depart_vh11;cr282;CR departed
depart_vh11;cr306;CR departed
depart_vh11;cr337;CR departed
depart_vh11;cr301;CR departed
depart_vh11;cr307;CR departed
depart_vh11;cr311;CR departed
depart_vh11;cr153;CR departed
depart_vh11;cr281;CR departed
depart_vh11;cr304;CR departed
depart_vh11;cr215;CR departed
depart_vh11;cr288;CR departed
depart_vh11;cr309;CR departed
depart_vh11;cr197;CR departed
depart_vh11;cr310;CR departed
depart_vh11;cr322;CR departed
depart_vh11;cr357;CR departed
depart_vh11;cr142;CR departed
depart_vh11;cr235;CR departed
depart_vh11;cr218;CR departed
depart_vh11;cr300;CR departed
depart_vh11;cr321;CR departed
depart_vh11;cr331;CR departed
depart_vh11;cr279;CR departed
depart_vh11;cr305;CR departed
depart_vh11;cr328;CR departed
depart_vh11;td99;TD with CR departure
depart_vh11;td69;TD with CR departure
depart_vh11;td41;TD with CR departure
depart_vh11;td107;TD with CR departure
depart_vh11;td97;TD with CR departure
depart_vh11;td57;TD with CR departure
depart_vh11;td86;TD with CR departure
depart_vh11;td44;TD with CR departure
depart_vh11;td93;TD with CR departure
depart_vh11;td91;TD with CR departure
depart_vh11;td101;TD with CR departure
depart_vh11;td84;TD with CR departure
depart_vh11;td64;TD with CR departure
depart_vh11;td92;TD with CR departure
drive_term_cr316;cr316;CR moved
drive_term_cr316;tr2;TR moved
pick_cr239;cr239;CR picked
weigh_cr316;cr316;CR weighted
weigh_cr316;fl1;FL weighing
stock_cr316;cr316;CR stored
stock_cr316;fl1;FL moved
load_truck_hu1537;hu1537;HU loaded
load_truck_hu1537;cr327;CR laded
load_truck_hu1537;tr1;TR laded
collect_hu1554;hu1554;HU collected
order_crs_td139;td139;ordered for TD
order_crs_td139;cr467;CRs ordered
order_crs_td139;cr468;CRs ordered
order_crs_td139;cr469;CRs ordered
order_crs_td139;cr470;CRs ordered
reg_co151;co151;registered CO
create_td140;co149;TD created for CO
create_td140;td140;created TD
load_truck_hu1554;hu1554;HU loaded
load_truck_hu1554;cr391;CR laded
load_truck_hu1554;tr6;TR laded
collect_hu1555;hu1555;HU collected
collect_hu1533;hu1533;HU collected
load_truck_hu1555;hu1555;HU loaded
load_truck_hu1555;cr239;CR laded
load_truck_hu1555;tr2;TR laded
load_truck_hu1533;hu1533;HU loaded
load_truck_hu1533;cr376;CR laded
load_truck_hu1533;tr3;TR laded
collect_hu1549;hu1549;HU collected
drive_term_cr327;cr327;CR moved
drive_term_cr327;tr1;TR moved
pick_cr220;cr220;CR picked
load_truck_hu1549;hu1549;HU loaded
load_truck_hu1549;cr345;CR laded
load_truck_hu1549;tr5;TR laded
collect_hu1563;hu1563;HU collected
drive_term_cr391;cr391;CR moved
drive_term_cr391;tr6;TR moved
pick_cr141;cr141;CR picked
weigh_cr327;cr327;CR weighted
weigh_cr327;fl2;FL weighing
collect_hu1571;hu1571;HU collected
weigh_cr391;cr391;CR weighted
weigh_cr391;fl1;FL weighing
collect_hu1567;hu1567;HU collected
to_bay_cr327;cr327;CR brought to bay
to_bay_cr327;fl2;FL moved
drive_term_cr376;cr376;CR moved
drive_term_cr376;tr3;TR moved
pick_cr338;cr338;CR picked
stock_cr391;cr391;CR stored
stock_cr391;fl1;FL moved
collect_hu1575;hu1575;HU collected
weigh_cr376;cr376;CR weighted
weigh_cr376;fl3;FL weighing
create_td141;co126;TD created for CO
create_td141;td141;created TD
collect_hu1558;hu1558;HU collected
load_truck_hu1558;hu1558;HU loaded
load_truck_hu1558;cr239;CR laded
load_truck_hu1558;tr2;TR laded
collect_hu1562;hu1562;HU collected
collect_hu1573;hu1573;HU collected
stock_cr376;cr376;CR stored
stock_cr376;fl3;FL moved
resch_cr_cr327;cr327;CR rescheduled
resch_cr_cr327;vh13;booked VH
resch_cr_cr327;td99;TD with CR rescheduled
collect_hu1559;hu1559;HU collected
load_truck_hu1563;hu1563;HU loaded
load_truck_hu1563;cr220;CR laded
load_truck_hu1563;tr1;TR laded
load_truck_hu1559;hu1559;HU loaded
load_truck_hu1559;cr239;CR laded
load_truck_hu1559;tr2;TR laded
collect_hu1568;hu1568;HU collected
load_truck_hu1562;hu1562;HU loaded
load_truck_hu1562;cr220;CR laded
load_truck_hu1562;tr1;TR laded
collect_hu1569;hu1569;HU collected
collect_hu1560;hu1560;HU collected
load_truck_hu1573;hu1573;HU loaded
load_truck_hu1573;cr338;CR laded
load_truck_hu1573;tr3;TR laded
load_truck_hu1575;hu1575;HU loaded
load_truck_hu1575;cr338;CR laded
load_truck_hu1575;tr3;TR laded
load_truck_hu1560;hu1560;HU loaded
load_truck_hu1560;cr220;CR laded
load_truck_hu1560;tr1;TR laded
collect_hu1572;hu1572;HU collected
collect_hu1552;hu1552;HU collected
load_truck_hu1572;hu1572;HU loaded
load_truck_hu1572;cr338;CR laded
load_truck_hu1572;tr3;TR laded
reg_co152;co152;registered CO
load_truck_hu1567;hu1567;HU loaded
load_truck_hu1567;cr141;CR laded
load_truck_hu1567;tr6;TR laded
load_truck_hu1569;hu1569;HU loaded
load_truck_hu1569;cr141;CR laded
load_truck_hu1569;tr6;TR laded
load_truck_hu1571;hu1571;HU loaded
load_truck_hu1571;cr141;CR laded
load_truck_hu1571;tr6;TR laded
load_truck_hu1568;hu1568;HU loaded
load_truck_hu1568;cr141;CR laded
load_truck_hu1568;tr6;TR laded
load_truck_hu1552;hu1552;HU loaded
load_truck_hu1552;cr345;CR laded
load_truck_hu1552;tr5;TR laded
collect_hu1577;hu1577;HU collected
collect_hu1556;hu1556;HU collected
load_truck_hu1577;hu1577;HU loaded
load_truck_hu1577;cr338;CR laded
load_truck_hu1577;tr3;TR laded
book_vehs_td140;td140;VHs booked for TD
book_vehs_td140;vh18;booked VHs
book_vehs_td141;td141;VHs booked for TD
book_vehs_td141;vh14;booked VHs
collect_hu1566;hu1566;HU collected
load_truck_hu1556;hu1556;HU loaded
load_truck_hu1556;cr239;CR laded
load_truck_hu1556;tr2;TR laded
collect_hu1546;hu1546;HU collected
load_truck_hu1566;hu1566;HU loaded
load_truck_hu1566;cr141;CR laded
load_truck_hu1566;tr6;TR laded
load_truck_hu1546;hu1546;HU loaded
load_truck_hu1546;cr145;CR laded
load_truck_hu1546;tr4;TR laded
collect_hu1544;hu1544;HU collected
collect_hu1561;hu1561;HU collected
load_truck_hu1544;hu1544;HU loaded
load_truck_hu1544;cr145;CR laded
load_truck_hu1544;tr4;TR laded
reg_co153;co153;registered CO
collect_hu1570;hu1570;HU collected
load_truck_hu1561;hu1561;HU loaded
load_truck_hu1561;cr220;CR laded
load_truck_hu1561;tr1;TR laded
drive_term_cr345;cr345;CR moved
drive_term_cr345;tr5;TR moved
pick_cr135;cr135;CR picked
reg_co154;co154;registered CO
weigh_cr345;cr345;CR weighted
weigh_cr345;fl3;FL weighing
stock_cr345;cr345;CR stored
stock_cr345;fl3;FL moved
load_truck_hu1570;hu1570;HU loaded
load_truck_hu1570;cr141;CR laded
load_truck_hu1570;tr6;TR laded
collect_hu1565;hu1565;HU collected
order_crs_td141;td141;ordered for TD
order_crs_td141;cr474;CRs ordered
order_crs_td141;cr475;CRs ordered
order_crs_td141;cr476;CRs ordered
collect_hu1564;hu1564;HU collected
load_truck_hu1565;hu1565;HU loaded
load_truck_hu1565;cr220;CR laded
load_truck_hu1565;tr1;TR laded
drive_term_cr141;cr141;CR moved
drive_term_cr141;tr6;TR moved
pick_cr285;cr285;CR picked
weigh_cr141;cr141;CR weighted
weigh_cr141;fl3;FL weighing
collect_hu1583;hu1583;HU collected
load_truck_hu1564;hu1564;HU loaded
load_truck_hu1564;cr220;CR laded
load_truck_hu1564;tr1;TR laded
to_bay_cr141;cr141;CR brought to bay
to_bay_cr141;fl3;FL moved
collect_hu1581;hu1581;HU collected
collect_hu1580;hu1580;HU collected
collect_hu1557;hu1557;HU collected
create_td142;co134;TD created for CO
create_td142;td142;created TD
resch_cr_cr141;cr141;CR rescheduled
resch_cr_cr141;vh13;booked VH
resch_cr_cr141;td41;TD with CR rescheduled
load_truck_hu1557;hu1557;HU loaded
load_truck_hu1557;cr239;CR laded
load_truck_hu1557;tr2;TR laded
collect_hu1582;hu1582;HU collected
collect_hu1585;hu1585;HU collected
collect_hu1584;hu1584;HU collected
collect_hu1576;hu1576;HU collected
load_truck_hu1576;hu1576;HU loaded
load_truck_hu1576;cr338;CR laded
load_truck_hu1576;tr3;TR laded
collect_hu1578;hu1578;HU collected
create_td143;co154;TD created for CO
create_td143;td143;created TD
load_truck_hu1578;hu1578;HU loaded
load_truck_hu1578;cr135;CR laded
load_truck_hu1578;tr5;TR laded
collect_hu1574;hu1574;HU collected
drive_term_cr220;cr220;CR moved
drive_term_cr220;tr1;TR moved
pick_cr360;cr360;CR picked
collect_hu1579;hu1579;HU collected
drive_term_cr145;cr145;CR moved
drive_term_cr145;tr4;TR moved
pick_cr445;cr445;CR picked
weigh_cr220;cr220;CR weighted
weigh_cr220;fl1;FL weighing
load_truck_hu1574;hu1574;HU loaded
load_truck_hu1574;cr338;CR laded
load_truck_hu1574;tr3;TR laded
load_truck_hu1582;hu1582;HU loaded
load_truck_hu1582;cr285;CR laded
load_truck_hu1582;tr6;TR laded
load_truck_hu1584;hu1584;HU loaded
load_truck_hu1584;cr285;CR laded
load_truck_hu1584;tr6;TR laded
weigh_cr145;cr145;CR weighted
weigh_cr145;fl2;FL weighing
load_truck_hu1579;hu1579;HU loaded
load_truck_hu1579;cr135;CR laded
load_truck_hu1579;tr5;TR laded
collect_hu1590;hu1590;HU collected
load_truck_hu1583;hu1583;HU loaded
load_truck_hu1583;cr285;CR laded
load_truck_hu1583;tr6;TR laded
to_bay_cr220;cr220;CR brought to bay
to_bay_cr220;fl1;FL moved
drive_term_cr239;cr239;CR moved
drive_term_cr239;tr2;TR moved
pick_cr452;cr452;CR picked
resch_cr_cr220;cr220;CR rescheduled
resch_cr_cr220;vh13;booked VH
resch_cr_cr220;td65;TD with CR rescheduled
load_truck_hu1585;hu1585;HU loaded
load_truck_hu1585;cr285;CR laded
load_truck_hu1585;tr6;TR laded
collect_hu1589;hu1589;HU collected
load_truck_hu1581;hu1581;HU loaded
load_truck_hu1581;cr285;CR laded
load_truck_hu1581;tr6;TR laded
weigh_cr239;cr239;CR weighted
weigh_cr239;fl1;FL weighing
to_bay_cr145;cr145;CR brought to bay
to_bay_cr145;fl2;FL moved
collect_hu1596;hu1596;HU collected
resch_cr_cr145;cr145;CR rescheduled
resch_cr_cr145;vh13;booked VH
resch_cr_cr145;td42;TD with CR rescheduled
load_truck_hu1580;hu1580;HU loaded
load_truck_hu1580;cr285;CR laded
load_truck_hu1580;tr6;TR laded
order_crs_td140;td140;ordered for TD
order_crs_td140;cr471;CRs ordered
order_crs_td140;cr472;CRs ordered
order_crs_td140;cr473;CRs ordered
reg_co155;co155;registered CO
load_truck_hu1590;hu1590;HU loaded
load_truck_hu1590;cr360;CR laded
load_truck_hu1590;tr1;TR laded
drive_term_cr135;cr135;CR moved
drive_term_cr135;tr5;TR moved
pick_cr464;cr464;CR picked
weigh_cr135;cr135;CR weighted
weigh_cr135;fl3;FL weighing
to_bay_cr239;cr239;CR brought to bay
to_bay_cr239;fl1;FL moved
collect_hu1591;hu1591;HU collected
load_truck_hu1596;hu1596;HU loaded
load_truck_hu1596;cr445;CR laded
load_truck_hu1596;tr4;TR laded
to_bay_cr135;cr135;CR brought to bay
to_bay_cr135;fl3;FL moved
load_truck_hu1589;hu1589;HU loaded
load_truck_hu1589;cr360;CR laded
load_truck_hu1589;tr1;TR laded
resch_cr_cr239;cr239;CR rescheduled
resch_cr_cr239;vh13;booked VH
resch_cr_cr239;td70;TD with CR rescheduled
collect_hu1602;hu1602;HU collected
load_truck_hu1591;hu1591;HU loaded
load_truck_hu1591;cr360;CR laded
load_truck_hu1591;tr1;TR laded
drive_term_cr338;cr338;CR moved
drive_term_cr338;tr3;TR moved
pick_cr394;cr394;CR picked
weigh_cr338;cr338;CR weighted
weigh_cr338;fl1;FL weighing
to_bay_cr338;cr338;CR brought to bay
to_bay_cr338;fl1;FL moved
drive_term_cr285;cr285;CR moved
drive_term_cr285;tr6;TR moved
pick_cr14;cr14;CR picked
collect_hu1599;hu1599;HU collected
