ocel_event_id;ocel_object_id;ocel_qualifier
collect_hu1102;hu1102;HU collected
load_truck_hu1080;hu1080;HU loaded
load_truck_hu1080;cr212;CR laded
load_truck_hu1080;tr3;TR laded
collect_hu1086;hu1086;HU collected
load_truck_hu1102;hu1102;HU loaded
load_truck_hu1102;cr192;CR laded
load_truck_hu1102;tr6;TR laded
load_truck_hu1086;hu1086;HU loaded
load_truck_hu1086;cr208;CR laded
load_truck_hu1086;tr2;TR laded
collect_hu1090;hu1090;HU collected
collect_hu1095;hu1095;HU collected
load_truck_hu1090;hu1090;HU loaded
load_truck_hu1090;cr208;CR laded
load_truck_hu1090;tr2;TR laded
load_truck_hu1095;hu1095;HU loaded
load_truck_hu1095;cr206;CR laded
load_truck_hu1095;tr1;TR laded
collect_hu1087;hu1087;HU collected
drive_term_cr212;cr212;CR moved
drive_term_cr212;tr3;TR moved
pick_cr134;cr134;CR picked
drive_term_cr209;cr209;CR moved
drive_term_cr209;tr5;TR moved
pick_cr218;cr218;CR picked
load_truck_hu1087;hu1087;HU loaded
load_truck_hu1087;cr208;CR laded
load_truck_hu1087;tr2;TR laded
collect_hu1109;hu1109;HU collected
weigh_cr212;cr212;CR weighted
weigh_cr212;fl1;FL weighing
weigh_cr209;cr209;CR weighted
weigh_cr209;fl3;FL weighing
collect_hu1117;hu1117;HU collected
stock_cr209;cr209;CR stored
stock_cr209;fl3;FL moved
stock_cr212;cr212;CR stored
stock_cr212;fl1;FL moved
collect_hu1112;hu1112;HU collected
drive_term_cr208;cr208;CR moved
drive_term_cr208;tr2;TR moved
pick_cr230;cr230;CR picked
load_truck_hu1117;hu1117;HU loaded
load_truck_hu1117;cr218;CR laded
load_truck_hu1117;tr5;TR laded
drive_term_cr206;cr206;CR moved
drive_term_cr206;tr1;TR moved
pick_cr181;cr181;CR picked
weigh_cr206;cr206;CR weighted
weigh_cr206;fl1;FL weighing
stock_cr206;cr206;CR stored
stock_cr206;fl1;FL moved
collect_hu1114;hu1114;HU collected
collect_hu1106;hu1106;HU collected
load_truck_hu1114;hu1114;HU loaded
load_truck_hu1114;cr218;CR laded
load_truck_hu1114;tr5;TR laded
weigh_cr208;cr208;CR weighted
weigh_cr208;fl2;FL weighing
reg_co75;co75;registered CO
stock_cr208;cr208;CR stored
stock_cr208;fl2;FL moved
load_truck_hu1112;hu1112;HU loaded
load_truck_hu1112;cr134;CR laded
load_truck_hu1112;tr3;TR laded
create_td70;co70;TD created for CO
create_td70;td70;created TD
load_truck_hu1109;hu1109;HU loaded
load_truck_hu1109;cr134;CR laded
load_truck_hu1109;tr3;TR laded
load_truck_hu1106;hu1106;HU loaded
load_truck_hu1106;cr192;CR laded
load_truck_hu1106;tr6;TR laded
collect_hu1108;hu1108;HU collected
load_truck_hu1108;hu1108;HU loaded
load_truck_hu1108;cr134;CR laded
load_truck_hu1108;tr3;TR laded
collect_hu1113;hu1113;HU collected
load_truck_hu1113;hu1113;HU loaded
load_truck_hu1113;cr218;CR laded
load_truck_hu1113;tr5;TR laded
collect_hu1121;hu1121;HU collected
load_truck_hu1121;hu1121;HU loaded
load_truck_hu1121;cr181;CR laded
load_truck_hu1121;tr1;TR laded
collect_hu1107;hu1107;HU collected
collect_hu1119;hu1119;HU collected
load_truck_hu1107;hu1107;HU loaded
load_truck_hu1107;cr134;CR laded
load_truck_hu1107;tr3;TR laded
book_vehs_td70;td70;VHs booked for TD
book_vehs_td70;vh17;booked VHs
drive_term_cr192;cr192;CR moved
drive_term_cr192;tr6;TR moved
pick_cr231;cr231;CR picked
collect_hu1120;hu1120;HU collected
load_truck_hu1119;hu1119;HU loaded
load_truck_hu1119;cr230;CR laded
load_truck_hu1119;tr2;TR laded
weigh_cr192;cr192;CR weighted
weigh_cr192;fl2;FL weighing
stock_cr192;cr192;CR stored
stock_cr192;fl2;FL moved
collect_hu1125;hu1125;HU collected
load_truck_hu1120;hu1120;HU loaded
load_truck_hu1120;cr230;CR laded
load_truck_hu1120;tr2;TR laded
collect_hu1126;hu1126;HU collected
collect_hu1111;hu1111;HU collected
collect_hu1127;hu1127;HU collected
load_truck_hu1111;hu1111;HU loaded
load_truck_hu1111;cr134;CR laded
load_truck_hu1111;tr3;TR laded
collect_hu1115;hu1115;HU collected
load_truck_hu1126;hu1126;HU loaded
load_truck_hu1126;cr231;CR laded
load_truck_hu1126;tr6;TR laded
drive_term_cr181;cr181;CR moved
drive_term_cr181;tr1;TR moved
pick_cr207;cr207;CR picked
load_truck_hu1125;hu1125;HU loaded
load_truck_hu1125;cr231;CR laded
load_truck_hu1125;tr6;TR laded
weigh_cr181;cr181;CR weighted
weigh_cr181;fl3;FL weighing
load_truck_hu1127;hu1127;HU loaded
load_truck_hu1127;cr231;CR laded
load_truck_hu1127;tr6;TR laded
stock_cr181;cr181;CR stored
stock_cr181;fl3;FL moved
load_truck_hu1115;hu1115;HU loaded
load_truck_hu1115;cr218;CR laded
load_truck_hu1115;tr5;TR laded
collect_hu1116;hu1116;HU collected
collect_hu1124;hu1124;HU collected
load_truck_hu1116;hu1116;HU loaded
load_truck_hu1116;cr218;CR laded
load_truck_hu1116;tr5;TR laded
collect_hu1123;hu1123;HU collected
load_truck_hu1124;hu1124;HU loaded
load_truck_hu1124;cr231;CR laded
load_truck_hu1124;tr6;TR laded
collect_hu1128;hu1128;HU collected
load_truck_hu1123;hu1123;HU loaded
load_truck_hu1123;cr231;CR laded
load_truck_hu1123;tr6;TR laded
collect_hu1129;hu1129;HU collected
load_truck_hu1128;hu1128;HU loaded
load_truck_hu1128;cr207;CR laded
load_truck_hu1128;tr1;TR laded
load_truck_hu1129;hu1129;HU loaded
load_truck_hu1129;cr207;CR laded
load_truck_hu1129;tr1;TR laded
collect_hu1133;hu1133;HU collected
collect_hu1130;hu1130;HU collected
load_truck_hu1133;hu1133;HU loaded
load_truck_hu1133;cr207;CR laded
load_truck_hu1133;tr1;TR laded
collect_hu1110;hu1110;HU collected
load_truck_hu1130;hu1130;HU loaded
load_truck_hu1130;cr207;CR laded
load_truck_hu1130;tr1;TR laded
drive_term_cr230;cr230;CR moved
drive_term_cr230;tr2;TR moved
pick_cr178;cr178;CR picked
load_truck_hu1110;hu1110;HU loaded
load_truck_hu1110;cr134;CR laded
load_truck_hu1110;tr3;TR laded
collect_hu1138;hu1138;HU collected
weigh_cr230;cr230;CR weighted
weigh_cr230;fl2;FL weighing
collect_hu1134;hu1134;HU collected
collect_hu1135;hu1135;HU collected
stock_cr230;cr230;CR stored
stock_cr230;fl2;FL moved
collect_hu1132;hu1132;HU collected
collect_hu1139;hu1139;HU collected
load_truck_hu1132;hu1132;HU loaded
load_truck_hu1132;cr207;CR laded
load_truck_hu1132;tr1;TR laded
collect_hu1136;hu1136;HU collected
collect_hu1122;hu1122;HU collected
collect_hu1137;hu1137;HU collected
load_truck_hu1122;hu1122;HU loaded
load_truck_hu1122;cr231;CR laded
load_truck_hu1122;tr6;TR laded
collect_hu1092;hu1092;HU collected
reg_co76;co76;registered CO
order_crs_td70;td70;ordered for TD
order_crs_td70;cr234;CRs ordered
order_crs_td70;cr235;CRs ordered
order_crs_td70;cr236;CRs ordered
order_crs_td70;cr237;CRs ordered
order_crs_td70;cr238;CRs ordered
load_truck_hu1139;hu1139;HU loaded
load_truck_hu1139;cr178;CR laded
load_truck_hu1139;tr2;TR laded
load_truck_hu1136;hu1136;HU loaded
load_truck_hu1136;cr178;CR laded
load_truck_hu1136;tr2;TR laded
load_truck_hu1137;hu1137;HU loaded
load_truck_hu1137;cr178;CR laded
load_truck_hu1137;tr2;TR laded
load_truck_hu1134;hu1134;HU loaded
load_truck_hu1134;cr178;CR laded
load_truck_hu1134;tr2;TR laded
load_truck_hu1092;hu1092;HU loaded
load_truck_hu1092;cr203;CR laded
load_truck_hu1092;tr4;TR laded
collect_hu1131;hu1131;HU collected
load_truck_hu1138;hu1138;HU loaded
load_truck_hu1138;cr178;CR laded
load_truck_hu1138;tr2;TR laded
depart_vh15;vh15;VH departed
depart_vh15;cr123;CR departed
depart_vh15;cr189;CR departed
depart_vh15;cr122;CR departed
depart_vh15;cr187;CR departed
depart_vh15;cr121;CR departed
depart_vh15;cr210;CR departed
depart_vh15;td62;TD with CR departure
depart_vh15;td54;TD with CR departure
depart_vh15;td36;TD with CR departure
drive_term_cr134;cr134;CR moved
drive_term_cr134;tr3;TR moved
pick_cr233;cr233;CR picked
weigh_cr134;cr134;CR weighted
weigh_cr134;fl2;FL weighing
stock_cr134;cr134;CR stored
stock_cr134;fl2;FL moved
drive_term_cr231;cr231;CR moved
drive_term_cr231;tr6;TR moved
pick_cr225;cr225;CR picked
weigh_cr231;cr231;CR weighted
weigh_cr231;fl1;FL weighing
stock_cr231;cr231;CR stored
stock_cr231;fl1;FL moved
load_truck_hu1135;hu1135;HU loaded
load_truck_hu1135;cr178;CR laded
load_truck_hu1135;tr2;TR laded
load_truck_hu1131;hu1131;HU loaded
load_truck_hu1131;cr207;CR laded
load_truck_hu1131;tr1;TR laded
collect_hu1147;hu1147;HU collected
collect_hu1140;hu1140;HU collected
load_truck_hu1140;hu1140;HU loaded
load_truck_hu1140;cr233;CR laded
load_truck_hu1140;tr3;TR laded
collect_hu1141;hu1141;HU collected
collect_hu1118;hu1118;HU collected
load_truck_hu1141;hu1141;HU loaded
load_truck_hu1141;cr233;CR laded
load_truck_hu1141;tr3;TR laded
collect_hu1145;hu1145;HU collected
load_truck_hu1118;hu1118;HU loaded
load_truck_hu1118;cr218;CR laded
load_truck_hu1118;tr5;TR laded
drive_term_cr203;cr203;CR moved
drive_term_cr203;tr4;TR moved
pick_cr217;cr217;CR picked
collect_hu1143;hu1143;HU collected
drive_term_cr207;cr207;CR moved
drive_term_cr207;tr1;TR moved
pick_cr213;cr213;CR picked
weigh_cr203;cr203;CR weighted
weigh_cr203;fl3;FL weighing
collect_hu1152;hu1152;HU collected
stock_cr203;cr203;CR stored
stock_cr203;fl3;FL moved
collect_hu1153;hu1153;HU collected
weigh_cr207;cr207;CR weighted
weigh_cr207;fl2;FL weighing
stock_cr207;cr207;CR stored
stock_cr207;fl2;FL moved
drive_term_cr218;cr218;CR moved
drive_term_cr218;tr5;TR moved
pick_cr229;cr229;CR picked
drive_term_cr233;cr233;CR moved
drive_term_cr233;tr3;TR moved
pick_cr215;cr215;CR picked
weigh_cr218;cr218;CR weighted
weigh_cr218;fl1;FL weighing
weigh_cr233;cr233;CR weighted
weigh_cr233;fl2;FL weighing
collect_hu1149;hu1149;HU collected
stock_cr233;cr233;CR stored
stock_cr233;fl2;FL moved
stock_cr218;cr218;CR stored
stock_cr218;fl1;FL moved
collect_hu1161;hu1161;HU collected
collect_hu1164;hu1164;HU collected
collect_hu1158;hu1158;HU collected
drive_term_cr178;cr178;CR moved
drive_term_cr178;tr2;TR moved
pick_cr237;cr237;CR picked
load_truck_hu1147;hu1147;HU loaded
load_truck_hu1147;cr225;CR laded
load_truck_hu1147;tr6;TR laded
weigh_cr178;cr178;CR weighted
weigh_cr178;fl3;FL weighing
load_truck_hu1145;hu1145;HU loaded
load_truck_hu1145;cr225;CR laded
load_truck_hu1145;tr6;TR laded
stock_cr178;cr178;CR stored
stock_cr178;fl3;FL moved
load_truck_hu1143;hu1143;HU loaded
load_truck_hu1143;cr225;CR laded
load_truck_hu1143;tr6;TR laded
load_truck_hu1161;hu1161;HU loaded
load_truck_hu1161;cr229;CR laded
load_truck_hu1161;tr5;TR laded
load_truck_hu1164;hu1164;HU loaded
load_truck_hu1164;cr215;CR laded
load_truck_hu1164;tr3;TR laded
collect_hu1157;hu1157;HU collected
load_truck_hu1158;hu1158;HU loaded
load_truck_hu1158;cr229;CR laded
load_truck_hu1158;tr5;TR laded
collect_hu1154;hu1154;HU collected
collect_hu1146;hu1146;HU collected
load_truck_hu1154;hu1154;HU loaded
load_truck_hu1154;cr213;CR laded
load_truck_hu1154;tr1;TR laded
load_truck_hu1157;hu1157;HU loaded
load_truck_hu1157;cr229;CR laded
load_truck_hu1157;tr5;TR laded
load_truck_hu1146;hu1146;HU loaded
load_truck_hu1146;cr225;CR laded
load_truck_hu1146;tr6;TR laded
collect_hu1144;hu1144;HU collected
load_truck_hu1144;hu1144;HU loaded
load_truck_hu1144;cr225;CR laded
load_truck_hu1144;tr6;TR laded
collect_hu1170;hu1170;HU collected
collect_hu1150;hu1150;HU collected
load_truck_hu1170;hu1170;HU loaded
load_truck_hu1170;cr237;CR laded
load_truck_hu1170;tr2;TR laded
collect_hu1159;hu1159;HU collected
load_truck_hu1153;hu1153;HU loaded
load_truck_hu1153;cr217;CR laded
load_truck_hu1153;tr4;TR laded
load_truck_hu1159;hu1159;HU loaded
load_truck_hu1159;cr229;CR laded
load_truck_hu1159;tr5;TR laded
collect_hu1171;hu1171;HU collected
load_truck_hu1150;hu1150;HU loaded
load_truck_hu1150;cr217;CR laded
load_truck_hu1150;tr4;TR laded
load_truck_hu1171;hu1171;HU loaded
load_truck_hu1171;cr237;CR laded
load_truck_hu1171;tr2;TR laded
collect_hu1169;hu1169;HU collected
load_truck_hu1152;hu1152;HU loaded
load_truck_hu1152;cr217;CR laded
load_truck_hu1152;tr4;TR laded
load_truck_hu1149;hu1149;HU loaded
load_truck_hu1149;cr217;CR laded
load_truck_hu1149;tr4;TR laded
collect_hu1151;hu1151;HU collected
load_truck_hu1169;hu1169;HU loaded
load_truck_hu1169;cr237;CR laded
load_truck_hu1169;tr2;TR laded
collect_hu1166;hu1166;HU collected
load_truck_hu1151;hu1151;HU loaded
load_truck_hu1151;cr217;CR laded
load_truck_hu1151;tr4;TR laded
collect_hu1160;hu1160;HU collected
load_truck_hu1166;hu1166;HU loaded
load_truck_hu1166;cr237;CR laded
load_truck_hu1166;tr2;TR laded
collect_hu1148;hu1148;HU collected
load_truck_hu1160;hu1160;HU loaded
load_truck_hu1160;cr229;CR laded
load_truck_hu1160;tr5;TR laded
reg_co77;co77;registered CO
load_truck_hu1148;hu1148;HU loaded
load_truck_hu1148;cr217;CR laded
load_truck_hu1148;tr4;TR laded
collect_hu1155;hu1155;HU collected
load_truck_hu1155;hu1155;HU loaded
load_truck_hu1155;cr213;CR laded
load_truck_hu1155;tr1;TR laded
collect_hu1165;hu1165;HU collected
load_truck_hu1165;hu1165;HU loaded
load_truck_hu1165;cr215;CR laded
load_truck_hu1165;tr3;TR laded
collect_hu1163;hu1163;HU collected
collect_hu1162;hu1162;HU collected
load_truck_hu1163;hu1163;HU loaded
load_truck_hu1163;cr215;CR laded
load_truck_hu1163;tr3;TR laded
drive_term_cr217;cr217;CR moved
drive_term_cr217;tr4;TR moved
pick_cr216;cr216;CR picked
load_truck_hu1162;hu1162;HU loaded
load_truck_hu1162;cr215;CR laded
load_truck_hu1162;tr3;TR laded
collect_hu1175;hu1175;HU collected
weigh_cr217;cr217;CR weighted
weigh_cr217;fl2;FL weighing
stock_cr217;cr217;CR stored
stock_cr217;fl2;FL moved
collect_hu1156;hu1156;HU collected
load_truck_hu1156;hu1156;HU loaded
load_truck_hu1156;cr229;CR laded
load_truck_hu1156;tr5;TR laded
collect_hu1142;hu1142;HU collected
drive_term_cr213;cr213;CR moved
drive_term_cr213;tr1;TR moved
pick_cr214;cr214;CR picked
weigh_cr213;cr213;CR weighted
weigh_cr213;fl2;FL weighing
stock_cr213;cr213;CR stored
stock_cr213;fl2;FL moved
drive_term_cr215;cr215;CR moved
drive_term_cr215;tr3;TR moved
pick_cr238;cr238;CR picked
collect_hu1184;hu1184;HU collected
load_truck_hu1142;hu1142;HU loaded
load_truck_hu1142;cr225;CR laded
load_truck_hu1142;tr6;TR laded
weigh_cr215;cr215;CR weighted
weigh_cr215;fl1;FL weighing
drive_term_cr229;cr229;CR moved
drive_term_cr229;tr5;TR moved
pick_cr228;cr228;CR picked
weigh_cr229;cr229;CR weighted
weigh_cr229;fl3;FL weighing
stock_cr229;cr229;CR stored
stock_cr229;fl3;FL moved
collect_hu1185;hu1185;HU collected
stock_cr215;cr215;CR stored
stock_cr215;fl1;FL moved
drive_term_cr225;cr225;CR moved
drive_term_cr225;tr6;TR moved
pick_cr234;cr234;CR picked
load_truck_hu1185;hu1185;HU loaded
load_truck_hu1185;cr228;CR laded
load_truck_hu1185;tr5;TR laded
collect_hu1173;hu1173;HU collected
weigh_cr225;cr225;CR weighted
weigh_cr225;fl2;FL weighing
load_truck_hu1184;hu1184;HU loaded
load_truck_hu1184;cr238;CR laded
load_truck_hu1184;tr3;TR laded
drive_term_cr238;cr238;CR moved
drive_term_cr238;tr3;TR moved
weigh_cr238;cr238;CR weighted
weigh_cr238;fl1;FL weighing
stock_cr238;cr238;CR stored
stock_cr238;fl1;FL moved
load_truck_hu1175;hu1175;HU loaded
load_truck_hu1175;cr216;CR laded
load_truck_hu1175;tr4;TR laded
reg_co78;co78;registered CO
stock_cr225;cr225;CR stored
stock_cr225;fl2;FL moved
collect_hu1179;hu1179;HU collected
load_truck_hu1173;hu1173;HU loaded
load_truck_hu1173;cr216;CR laded
load_truck_hu1173;tr4;TR laded
load_truck_hu1179;hu1179;HU loaded
load_truck_hu1179;cr214;CR laded
load_truck_hu1179;tr1;TR laded
collect_hu1174;hu1174;HU collected
collect_hu1176;hu1176;HU collected
load_truck_hu1174;hu1174;HU loaded
load_truck_hu1174;cr216;CR laded
load_truck_hu1174;tr4;TR laded
load_truck_hu1176;hu1176;HU loaded
load_truck_hu1176;cr216;CR laded
load_truck_hu1176;tr4;TR laded
collect_hu1194;hu1194;HU collected
collect_hu1177;hu1177;HU collected
collect_hu1186;hu1186;HU collected
load_truck_hu1194;hu1194;HU loaded
load_truck_hu1194;cr234;CR laded
load_truck_hu1194;tr6;TR laded
load_truck_hu1177;hu1177;HU loaded
load_truck_hu1177;cr216;CR laded
load_truck_hu1177;tr4;TR laded
load_truck_hu1186;hu1186;HU loaded
load_truck_hu1186;cr228;CR laded
load_truck_hu1186;tr5;TR laded
collect_hu1181;hu1181;HU collected
collect_hu1167;hu1167;HU collected
load_truck_hu1181;hu1181;HU loaded
load_truck_hu1181;cr214;CR laded
load_truck_hu1181;tr1;TR laded
collect_hu1183;hu1183;HU collected
load_truck_hu1167;hu1167;HU loaded
load_truck_hu1167;cr237;CR laded
load_truck_hu1167;tr2;TR laded
collect_hu1196;hu1196;HU collected
load_truck_hu1183;hu1183;HU loaded
load_truck_hu1183;cr214;CR laded
load_truck_hu1183;tr1;TR laded
load_truck_hu1196;hu1196;HU loaded
load_truck_hu1196;cr234;CR laded
load_truck_hu1196;tr6;TR laded
collect_hu1189;hu1189;HU collected
load_truck_hu1189;hu1189;HU loaded
load_truck_hu1189;cr228;CR laded
load_truck_hu1189;tr5;TR laded
collect_hu1168;hu1168;HU collected
collect_hu1180;hu1180;HU collected
load_truck_hu1168;hu1168;HU loaded
load_truck_hu1168;cr237;CR laded
load_truck_hu1168;tr2;TR laded
collect_hu1188;hu1188;HU collected
load_truck_hu1180;hu1180;HU loaded
load_truck_hu1180;cr214;CR laded
load_truck_hu1180;tr1;TR laded
load_truck_hu1188;hu1188;HU loaded
load_truck_hu1188;cr228;CR laded
load_truck_hu1188;tr5;TR laded
collect_hu1187;hu1187;HU collected
collect_hu1172;hu1172;HU collected
collect_hu1192;hu1192;HU collected
load_truck_hu1172;hu1172;HU loaded
load_truck_hu1172;cr216;CR laded
load_truck_hu1172;tr4;TR laded
load_truck_hu1187;hu1187;HU loaded
load_truck_hu1187;cr228;CR laded
load_truck_hu1187;tr5;TR laded
drive_term_cr237;cr237;CR moved
drive_term_cr237;tr2;TR moved
weigh_cr237;cr237;CR weighted
weigh_cr237;fl1;FL weighing
stock_cr237;cr237;CR stored
stock_cr237;fl1;FL moved
collect_hu1191;hu1191;HU collected
load_truck_hu1192;hu1192;HU loaded
load_truck_hu1192;cr234;CR laded
load_truck_hu1192;tr6;TR laded
collect_hu1195;hu1195;HU collected
load_truck_hu1191;hu1191;HU loaded
load_truck_hu1191;cr234;CR laded
load_truck_hu1191;tr6;TR laded
collect_hu1193;hu1193;HU collected
collect_hu1190;hu1190;HU collected
drive_term_cr216;cr216;CR moved
drive_term_cr216;tr4;TR moved
load_truck_hu1193;hu1193;HU loaded
load_truck_hu1193;cr234;CR laded
load_truck_hu1193;tr6;TR laded
weigh_cr216;cr216;CR weighted
weigh_cr216;fl1;FL weighing
load_truck_hu1195;hu1195;HU loaded
load_truck_hu1195;cr234;CR laded
load_truck_hu1195;tr6;TR laded
collect_hu1182;hu1182;HU collected
load_truck_hu1190;hu1190;HU loaded
load_truck_hu1190;cr228;CR laded
load_truck_hu1190;tr5;TR laded
stock_cr216;cr216;CR stored
stock_cr216;fl1;FL moved
load_truck_hu1182;hu1182;HU loaded
load_truck_hu1182;cr214;CR laded
load_truck_hu1182;tr1;TR laded
collect_hu1178;hu1178;HU collected
load_truck_hu1178;hu1178;HU loaded
load_truck_hu1178;cr214;CR laded
load_truck_hu1178;tr1;TR laded
drive_term_cr228;cr228;CR moved
drive_term_cr228;tr5;TR moved
drive_term_cr234;cr234;CR moved
drive_term_cr234;tr6;TR moved
create_td71;co63;TD created for CO
create_td71;td71;created TD
weigh_cr228;cr228;CR weighted
weigh_cr228;fl3;FL weighing
stock_cr228;cr228;CR stored
stock_cr228;fl3;FL moved
weigh_cr234;cr234;CR weighted
weigh_cr234;fl3;FL weighing
stock_cr234;cr234;CR stored
stock_cr234;fl3;FL moved
pick_cr224;cr224;CR picked
collect_hu1197;hu1197;HU collected
load_truck_hu1197;hu1197;HU loaded
load_truck_hu1197;cr224;CR laded
load_truck_hu1197;tr6;TR laded
drive_term_cr214;cr214;CR moved
drive_term_cr214;tr1;TR moved
weigh_cr214;cr214;CR weighted
weigh_cr214;fl3;FL weighing
stock_cr214;cr214;CR stored
stock_cr214;fl3;FL moved
book_vehs_td71;td71;VHs booked for TD
book_vehs_td71;vh16;booked VHs
book_vehs_td71;vh20;booked VHs
reg_co79;co79;registered CO
drive_term_cr224;cr224;CR moved
drive_term_cr224;tr6;TR moved
weigh_cr224;cr224;CR weighted
weigh_cr224;fl3;FL weighing
stock_cr224;cr224;CR stored
stock_cr224;fl3;FL moved
to_bay_cr202;cr202;CR brought to bay
to_bay_cr202;fl3;FL moved
to_bay_cr201;cr201;CR brought to bay
to_bay_cr201;fl1;FL moved
to_bay_cr194;cr194;CR brought to bay
to_bay_cr194;fl2;FL moved
load_veh_cr202;cr202;CR loaded
load_veh_cr202;fl3;FL moved
load_veh_cr202;vh16;VH laded
load_veh_cr194;cr194;CR loaded
load_veh_cr194;fl2;FL moved
load_veh_cr194;vh16;VH laded
to_bay_cr134;cr134;CR brought to bay
to_bay_cr134;fl2;FL moved
to_bay_cr190;cr190;CR brought to bay
to_bay_cr190;fl3;FL moved
load_veh_cr201;cr201;CR loaded
load_veh_cr201;fl1;FL moved
load_veh_cr201;vh16;VH laded
to_bay_cr191;cr191;CR brought to bay
to_bay_cr191;fl1;FL moved
load_veh_cr134;cr134;CR loaded
load_veh_cr134;fl2;FL moved
load_veh_cr134;vh16;VH laded
to_bay_cr136;cr136;CR brought to bay
to_bay_cr136;fl2;FL moved
load_veh_cr190;cr190;CR loaded
load_veh_cr190;fl3;FL moved
load_veh_cr190;vh16;VH laded
load_veh_cr136;cr136;CR loaded
load_veh_cr136;fl2;FL moved
load_veh_cr136;vh16;VH laded
load_veh_cr191;cr191;CR loaded
load_veh_cr191;fl1;FL moved
load_veh_cr191;vh16;VH laded
to_bay_cr192;cr192;CR brought to bay
to_bay_cr192;fl3;FL moved
to_bay_cr206;cr206;CR brought to bay
to_bay_cr206;fl1;FL moved
load_veh_cr192;cr192;CR loaded
load_veh_cr192;fl3;FL moved
load_veh_cr192;vh16;VH laded
to_bay_cr193;cr193;CR brought to bay
to_bay_cr193;fl2;FL moved
load_veh_cr206;cr206;CR loaded
load_veh_cr206;fl1;FL moved
load_veh_cr206;vh16;VH laded
to_bay_cr195;cr195;CR brought to bay
to_bay_cr195;fl3;FL moved
to_bay_cr208;cr208;CR brought to bay
to_bay_cr208;fl1;FL moved
load_veh_cr193;cr193;CR loaded
load_veh_cr193;fl2;FL moved
load_veh_cr193;vh16;VH laded
load_veh_cr208;cr208;CR loaded
load_veh_cr208;fl1;FL moved
load_veh_cr208;vh16;VH laded
to_bay_cr135;cr135;CR brought to bay
to_bay_cr135;fl2;FL moved
load_veh_cr195;cr195;CR loaded
load_veh_cr195;fl3;FL moved
load_veh_cr195;vh16;VH laded
to_bay_cr207;cr207;CR brought to bay
to_bay_cr207;fl1;FL moved
load_veh_cr135;cr135;CR loaded
load_veh_cr135;fl2;FL moved
load_veh_cr135;vh16;VH laded
load_veh_cr207;cr207;CR loaded
load_veh_cr207;fl1;FL moved
load_veh_cr207;vh16;VH laded
to_bay_cr209;cr209;CR brought to bay
to_bay_cr209;fl3;FL moved
to_bay_cr203;cr203;CR brought to bay
to_bay_cr203;fl1;FL moved
to_bay_cr133;cr133;CR brought to bay
to_bay_cr133;fl2;FL moved
load_veh_cr209;cr209;CR loaded
load_veh_cr209;fl3;FL moved
load_veh_cr209;vh16;VH laded
load_veh_cr203;cr203;CR loaded
load_veh_cr203;fl1;FL moved
load_veh_cr203;vh16;VH laded
load_veh_cr133;cr133;CR loaded
load_veh_cr133;fl2;FL moved
load_veh_cr133;vh16;VH laded
collect_hu1200;hu1200;HU collected
pick_cr211;cr211;CR picked
collect_hu1198;hu1198;HU collected
collect_hu1199;hu1199;HU collected
collect_hu1202;hu1202;HU collected
reg_co80;co80;registered CO
collect_hu1201;hu1201;HU collected
load_truck_hu1199;hu1199;HU loaded
load_truck_hu1199;cr211;CR laded
load_truck_hu1199;tr4;TR laded
load_truck_hu1198;hu1198;HU loaded
load_truck_hu1198;cr211;CR laded
load_truck_hu1198;tr4;TR laded
collect_hu1203;hu1203;HU collected
load_truck_hu1202;hu1202;HU loaded
load_truck_hu1202;cr211;CR laded
load_truck_hu1202;tr4;TR laded
load_truck_hu1201;hu1201;HU loaded
load_truck_hu1201;cr211;CR laded
load_truck_hu1201;tr4;TR laded
load_truck_hu1203;hu1203;HU loaded
load_truck_hu1203;cr211;CR laded
load_truck_hu1203;tr4;TR laded
load_truck_hu1200;hu1200;HU loaded
load_truck_hu1200;cr211;CR laded
load_truck_hu1200;tr4;TR laded
order_crs_td71;td71;ordered for TD
order_crs_td71;cr240;CRs ordered
order_crs_td71;cr239;CRs ordered
order_crs_td71;cr241;CRs ordered
collect_hu1208;hu1208;HU collected
pick_cr240;cr240;CR picked
pick_cr241;cr241;CR picked
collect_hu1211;hu1211;HU collected
collect_hu1206;hu1206;HU collected
collect_hu1205;hu1205;HU collected
drive_term_cr211;cr211;CR moved
drive_term_cr211;tr4;TR moved
weigh_cr211;cr211;CR weighted
weigh_cr211;fl1;FL weighing
stock_cr211;cr211;CR stored
stock_cr211;fl1;FL moved
load_truck_hu1208;hu1208;HU loaded
load_truck_hu1208;cr240;CR laded
load_truck_hu1208;tr5;TR laded
load_truck_hu1211;hu1211;HU loaded
load_truck_hu1211;cr241;CR laded
load_truck_hu1211;tr3;TR laded
load_truck_hu1206;hu1206;HU loaded
load_truck_hu1206;cr240;CR laded
load_truck_hu1206;tr5;TR laded
collect_hu1209;hu1209;HU collected
collect_hu1210;hu1210;HU collected
load_truck_hu1209;hu1209;HU loaded
load_truck_hu1209;cr240;CR laded
load_truck_hu1209;tr5;TR laded
load_truck_hu1210;hu1210;HU loaded
load_truck_hu1210;cr241;CR laded
load_truck_hu1210;tr3;TR laded
collect_hu1204;hu1204;HU collected
collect_hu1207;hu1207;HU collected
load_truck_hu1204;hu1204;HU loaded
load_truck_hu1204;cr240;CR laded
load_truck_hu1204;tr5;TR laded
load_truck_hu1207;hu1207;HU loaded
load_truck_hu1207;cr240;CR laded
