ocel_id;ocel_type
load_veh_cr506;Load to Vehicle
drive_term_cr602;Drive to Terminal
pick_cr594;Pick Up Empty Container
order_crs_td178;Order Empty Containers
load_truck_hu2924;Load Truck
load_truck_hu2922;Load Truck
order_crs_td180;Order Empty Containers
load_truck_hu2920;Load Truck
collect_hu2923;Collect Goods
collect_hu2930;Collect Goods
load_truck_hu2923;Load Truck
collect_hu2928;Collect Goods
to_bay_cr486;Bring to Loading Bay
load_truck_hu2930;Load Truck
create_td183;Create Transport Document
load_truck_hu2928;Load Truck
collect_hu2905;Collect Goods
to_bay_cr555;Bring to Loading Bay
load_veh_cr579;Load to Vehicle
weigh_cr602;Weigh
drive_term_cr623;Drive to Terminal
pick_cr638;Pick Up Empty Container
drive_term_cr626;Drive to Terminal
pick_cr530;Pick Up Empty Container
drive_term_cr488;Drive to Terminal
pick_cr536;Pick Up Empty Container
reg_co193;Register Customer Order
load_veh_cr486;Load to Vehicle
load_veh_cr555;Load to Vehicle
to_bay_cr602;Bring to Loading Bay
weigh_cr623;Weigh
stock_cr623;Place in Stock
resch_cr_cr602;Reschedule Container
weigh_cr626;Weigh
stock_cr626;Place in Stock
weigh_cr488;Weigh
to_bay_cr488;Bring to Loading Bay
resch_cr_cr488;Reschedule Container
load_truck_hu2905;Load Truck
collect_hu2944;Collect Goods
create_td184;Create Transport Document
collect_hu2939;Collect Goods
load_truck_hu2944;Load Truck
collect_hu2919;Collect Goods
load_truck_hu2939;Load Truck
collect_hu2927;Collect Goods
load_truck_hu2919;Load Truck
book_vehs_td183;Book Vehicles
load_truck_hu2927;Load Truck
collect_hu2926;Collect Goods
collect_hu2942;Collect Goods
load_truck_hu2926;Load Truck
collect_hu2941;Collect Goods
load_truck_hu2942;Load Truck
collect_hu2934;Collect Goods
load_truck_hu2941;Load Truck
collect_hu2933;Collect Goods
load_truck_hu2934;Load Truck
collect_hu2921;Collect Goods
load_truck_hu2933;Load Truck
load_truck_hu2921;Load Truck
collect_hu2929;Collect Goods
collect_hu2925;Collect Goods
load_truck_hu2929;Load Truck
collect_hu2937;Collect Goods
load_truck_hu2925;Load Truck
load_truck_hu2937;Load Truck
collect_hu2940;Collect Goods
load_truck_hu2940;Load Truck
collect_hu2938;Collect Goods
collect_hu2932;Collect Goods
load_truck_hu2938;Load Truck
collect_hu2931;Collect Goods
load_truck_hu2932;Load Truck
order_crs_td182;Order Empty Containers
collect_hu2936;Collect Goods
load_truck_hu2931;Load Truck
collect_hu2943;Collect Goods
load_truck_hu2936;Load Truck
collect_hu2935;Collect Goods
load_truck_hu2943;Load Truck
load_truck_hu2935;Load Truck
drive_term_cr530;Drive to Terminal
pick_cr628;Pick Up Empty Container
collect_hu2947;Collect Goods
weigh_cr530;Weigh
drive_term_cr614;Drive to Terminal
pick_cr587;Pick Up Empty Container
weigh_cr614;Weigh
book_vehs_td184;Book Vehicles
stock_cr614;Place in Stock
create_td185;Create Transport Document
create_td186;Create Transport Document
order_crs_td183;Order Empty Containers
collect_hu2948;Collect Goods
drive_term_cr536;Drive to Terminal
pick_cr427;Pick Up Empty Container
to_bay_cr530;Bring to Loading Bay
drive_term_cr604;Drive to Terminal
pick_cr542;Pick Up Empty Container
drive_term_cr594;Drive to Terminal
pick_cr586;Pick Up Empty Container
weigh_cr604;Weigh
weigh_cr536;Weigh
resch_cr_cr530;Reschedule Container
weigh_cr594;Weigh
stock_cr604;Place in Stock
load_truck_hu2947;Load Truck
to_bay_cr536;Bring to Loading Bay
collect_hu2955;Collect Goods
load_truck_hu2955;Load Truck
collect_hu2957;Collect Goods
stock_cr594;Place in Stock
reg_co194;Register Customer Order
collect_hu2949;Collect Goods
load_truck_hu2948;Load Truck
resch_cr_cr536;Reschedule Container
drive_term_cr638;Drive to Terminal
pick_cr469;Pick Up Empty Container
weigh_cr638;Weigh
book_vehs_td186;Book Vehicles
load_truck_hu2949;Load Truck
collect_hu2951;Collect Goods
load_truck_hu2951;Load Truck
collect_hu2945;Collect Goods
load_truck_hu2957;Load Truck
stock_cr638;Place in Stock
create_td187;Create Transport Document
load_truck_hu2945;Load Truck
collect_hu2963;Collect Goods
collect_hu2954;Collect Goods
load_truck_hu2963;Load Truck
collect_hu2972;Collect Goods
load_truck_hu2954;Load Truck
book_vehs_td185;Book Vehicles
load_truck_hu2972;Load Truck
collect_hu2978;Collect Goods
collect_hu2977;Collect Goods
load_truck_hu2978;Load Truck
collect_hu2962;Collect Goods
load_truck_hu2977;Load Truck
load_truck_hu2962;Load Truck
collect_hu2958;Collect Goods
create_td188;Create Transport Document
order_crs_td184;Order Empty Containers
book_vehs_td188;Book Vehicles
collect_hu2965;Collect Goods
load_truck_hu2958;Load Truck
collect_hu2980;Collect Goods
load_truck_hu2965;Load Truck
load_truck_hu2980;Load Truck
collect_hu2971;Collect Goods
order_crs_td186;Order Empty Containers
collect_hu2974;Collect Goods
load_truck_hu2971;Load Truck
collect_hu2953;Collect Goods
load_truck_hu2974;Load Truck
book_vehs_td187;Book Vehicles
reg_co195;Register Customer Order
load_truck_hu2953;Load Truck
collect_hu2952;Collect Goods
collect_hu2969;Collect Goods
depart_vh29;Depart
order_crs_td188;Order Empty Containers
order_crs_td185;Order Empty Containers
load_truck_hu2952;Load Truck
load_truck_hu2969;Load Truck
collect_hu2961;Collect Goods
create_td189;Create Transport Document
collect_hu2975;Collect Goods
load_truck_hu2961;Load Truck
load_truck_hu2975;Load Truck
collect_hu2950;Collect Goods
load_truck_hu2950;Load Truck
collect_hu2959;Collect Goods
load_truck_hu2959;Load Truck
collect_hu2973;Collect Goods
collect_hu2964;Collect Goods
load_truck_hu2973;Load Truck
load_truck_hu2964;Load Truck
collect_hu2976;Collect Goods
collect_hu2979;Collect Goods
load_truck_hu2976;Load Truck
collect_hu2967;Collect Goods
load_truck_hu2979;Load Truck
load_truck_hu2967;Load Truck
collect_hu2960;Collect Goods
collect_hu2970;Collect Goods
load_truck_hu2960;Load Truck
load_truck_hu2970;Load Truck
collect_hu2946;Collect Goods
load_truck_hu2946;Load Truck
collect_hu2966;Collect Goods
drive_term_cr469;Drive to Terminal
pick_cr616;Pick Up Empty Container
load_truck_hu2966;Load Truck
collect_hu2968;Collect Goods
weigh_cr469;Weigh
load_truck_hu2968;Load Truck
collect_hu2983;Collect Goods
collect_hu2986;Collect Goods
to_bay_cr469;Bring to Loading Bay
collect_hu2985;Collect Goods
drive_term_cr628;Drive to Terminal
pick_cr621;Pick Up Empty Container
book_vehs_td189;Book Vehicles
drive_term_cr586;Drive to Terminal
pick_cr528;Pick Up Empty Container
weigh_cr586;Weigh
reg_co196;Register Customer Order
stock_cr586;Place in Stock
load_truck_hu2983;Load Truck
load_truck_hu2986;Load Truck
resch_cr_cr469;Reschedule Container
weigh_cr628;Weigh
load_truck_hu2985;Load Truck
collect_hu2988;Collect Goods
order_crs_td187;Order Empty Containers
to_bay_cr628;Bring to Loading Bay
collect_hu2990;Collect Goods
drive_term_cr427;Drive to Terminal
pick_cr467;Pick Up Empty Container
weigh_cr427;Weigh
resch_cr_cr628;Reschedule Container
to_bay_cr427;Bring to Loading Bay
resch_cr_cr427;Reschedule Container
collect_hu2982;Collect Goods
load_truck_hu2982;Load Truck
collect_hu2996;Collect Goods
collect_hu2987;Collect Goods
collect_hu2994;Collect Goods
collect_hu2997;Collect Goods
collect_hu2989;Collect Goods
collect_hu2956;Collect Goods
load_truck_hu2956;Load Truck
collect_hu2984;Collect Goods
collect_hu2999;Collect Goods
load_truck_hu2984;Load Truck
collect_hu2993;Collect Goods
collect_hu2998;Collect Goods
drive_term_cr542;Drive to Terminal
pick_cr610;Pick Up Empty Container
collect_hu3001;Collect Goods
weigh_cr542;Weigh
collect_hu2995;Collect Goods
stock_cr542;Place in Stock
create_td190;Create Transport Document
collect_hu3000;Collect Goods
collect_hu3002;Collect Goods
collect_hu2981;Collect Goods
collect_hu3005;Collect Goods
load_truck_hu2981;Load Truck
book_vehs_td190;Book Vehicles
load_truck_hu2988;Load Truck
load_truck_hu2993;Load Truck
order_crs_td189;Order Empty Containers
load_truck_hu2987;Load Truck
drive_term_cr621;Drive to Terminal
pick_cr630;Pick Up Empty Container
weigh_cr621;Weigh
stock_cr621;Place in Stock
load_truck_hu2998;Load Truck
load_truck_hu2995;Load Truck
load_truck_hu2999;Load Truck
load_truck_hu2996;Load Truck
drive_term_cr587;Drive to Terminal
pick_cr654;Pick Up Empty Container
load_truck_hu2994;Load Truck
weigh_cr587;Weigh
to_bay_cr587;Bring to Loading Bay
resch_cr_cr587;Reschedule Container
load_truck_hu2997;Load Truck
collect_hu3006;Collect Goods
load_truck_hu3006;Load Truck
collect_hu2991;Collect Goods
load_truck_hu2989;Load Truck
order_crs_td190;Order Empty Containers
drive_term_cr616;Drive to Terminal
pick_cr557;Pick Up Empty Container
weigh_cr616;Weigh
to_bay_cr616;Bring to Loading Bay
load_truck_hu3005;Load Truck
load_truck_hu3002;Load Truck
load_truck_hu2990;Load Truck
drive_term_cr467;Drive to Terminal
pick_cr568;Pick Up Empty Container
collect_hu3024;Collect Goods
weigh_cr467;Weigh
collect_hu3008;Collect Goods
to_bay_cr467;Bring to Loading Bay
load_truck_hu2991;Load Truck
load_truck_hu3000;Load Truck
resch_cr_cr616;Reschedule Container
reg_co197;Register Customer Order
load_truck_hu3001;Load Truck
collect_hu3029;Collect Goods
load_truck_hu3008;Load Truck
resch_cr_cr467;Reschedule Container
collect_hu3025;Collect Goods
load_truck_hu3024;Load Truck
collect_hu3015;Collect Goods
load_truck_hu3015;Load Truck
collect_hu3023;Collect Goods
load_truck_hu3029;Load Truck
collect_hu3019;Collect Goods
load_truck_hu3025;Load Truck
collect_hu3027;Collect Goods
load_truck_hu3019;Load Truck
load_truck_hu3023;Load Truck
create_td191;Create Transport Document
book_vehs_td191;Book Vehicles
collect_hu3028;Collect Goods
load_truck_hu3027;Load Truck
create_td192;Create Transport Document
collect_hu3003;Collect Goods
load_truck_hu3028;Load Truck
load_truck_hu3003;Load Truck
collect_hu3009;Collect Goods
collect_hu3010;Collect Goods
load_truck_hu3009;Load Truck
load_truck_hu3010;Load Truck
collect_hu3022;Collect Goods
collect_hu3011;Collect Goods
load_truck_hu3022;Load Truck
collect_hu3012;Collect Goods
load_truck_hu3011;Load Truck
collect_hu3017;Collect Goods
load_truck_hu3012;Load Truck
collect_hu3020;Collect Goods
load_truck_hu3017;Load Truck
load_truck_hu3020;Load Truck
collect_hu3014;Collect Goods
collect_hu3007;Collect Goods
load_truck_hu3014;Load Truck
load_truck_hu3007;Load Truck
collect_hu3016;Collect Goods
load_truck_hu3016;Load Truck
collect_hu3004;Collect Goods
create_td193;Create Transport Document
collect_hu3021;Collect Goods
load_truck_hu3004;Load Truck
load_truck_hu3021;Load Truck
collect_hu3018;Collect Goods
collect_hu3013;Collect Goods
collect_hu3026;Collect Goods
load_truck_hu3013;Load Truck
load_truck_hu3018;Load Truck
collect_hu2992;Collect Goods
load_truck_hu3026;Load Truck
load_truck_hu2992;Load Truck
drive_term_cr557;Drive to Terminal
pick_cr692;Pick Up Empty Container
collect_hu3033;Collect Goods
collect_hu3032;Collect Goods
drive_term_cr654;Drive to Terminal
pick_cr676;Pick Up Empty Container
weigh_cr557;Weigh
collect_hu3038;Collect Goods
weigh_cr654;Weigh
collect_hu3036;Collect Goods
to_bay_cr557;Bring to Loading Bay
stock_cr654;Place in Stock
collect_hu3034;Collect Goods
resch_cr_cr557;Reschedule Container
collect_hu3035;Collect Goods
collect_hu3030;Collect Goods
collect_hu3037;Collect Goods
book_vehs_td193;Book Vehicles
book_vehs_td192;Book Vehicles
drive_term_cr630;Drive to Terminal
pick_cr588;Pick Up Empty Container
weigh_cr630;Weigh
drive_term_cr610;Drive to Terminal
pick_cr655;Pick Up Empty Container
stock_cr630;Place in Stock
weigh_cr610;Weigh
to_bay_cr610;Bring to Loading Bay
resch_cr_cr610;Reschedule Container
load_truck_hu3032;Load Truck
drive_term_cr568;Drive to Terminal
pick_cr625;Pick Up Empty Container
load_truck_hu3033;Load Truck
drive_term_cr528;Drive to Terminal
pick_cr532;Pick Up Empty Container
load_truck_hu3034;Load Truck
weigh_cr568;Weigh
weigh_cr528;Weigh
load_truck_hu3030;Load Truck
stock_cr568;Place in Stock
to_bay_cr528;Bring to Loading Bay
collect_hu3053;Collect Goods
reg_co198;Register Customer Order
load_truck_hu3038;Load Truck
collect_hu3047;Collect Goods
collect_hu3048;Collect Goods
collect_hu3041;Collect Goods
collect_hu3044;Collect Goods
load_truck_hu3041;Load Truck
collect_hu3052;Collect Goods
collect_hu3049;Collect Goods
collect_hu3042;Collect Goods
load_truck_hu3042;Load Truck
collect_hu3051;Collect Goods
drive_term_cr588;Drive to Terminal
pick_cr609;Pick Up Empty Container
collect_hu3031;Collect Goods
load_truck_hu3035;Load Truck
weigh_cr588;Weigh
load_truck_hu3031;Load Truck
collect_hu3055;Collect Goods
load_truck_hu3036;Load Truck
stock_cr588;Place in Stock
collect_hu3043;Collect Goods
collect_hu3054;Collect Goods
load_truck_hu3043;Load Truck
collect_hu3045;Collect Goods
load_truck_hu3037;Load Truck
collect_hu3056;Collect Goods
load_truck_hu3045;Load Truck
resch_cr_cr528;Reschedule Container
load_truck_hu3049;Load Truck
collect_hu3060;Collect Goods
collect_hu3046;Collect Goods
order_crs_td192;Order Empty Containers
load_truck_hu3051;Load Truck
order_crs_td191;Order Empty Containers
load_truck_hu3056;Load Truck
load_truck_hu3060;Load Truck
drive_term_cr655;Drive to Terminal
pick_cr658;Pick Up Empty Container
load_truck_hu3044;Load Truck
weigh_cr655;Weigh
collect_hu3050;Collect Goods
load_truck_hu3047;Load Truck
stock_cr655;Place in Stock
load_truck_hu3054;Load Truck
load_truck_hu3053;Load Truck
load_truck_hu3052;Load Truck
load_truck_hu3055;Load Truck
drive_term_cr692;Drive to Terminal
pick_cr592;Pick Up Empty Container
weigh_cr692;Weigh
stock_cr692;Place in Stock
order_crs_td193;Order Empty Containers
create_td194;Create Transport Document
book_vehs_td194;Book Vehicles
order_crs_td194;Order Empty Containers
load_truck_hu3046;Load Truck
reg_co199;Register Customer Order
load_truck_hu3050;Load Truck
collect_hu3072;Collect Goods
collect_hu3058;Collect Goods
drive_term_cr532;Drive to Terminal
pick_cr672;Pick Up Empty Container
collect_hu3039;Collect Goods
load_truck_hu3058;Load Truck
load_truck_hu3039;Load Truck
collect_hu3062;Collect Goods
weigh_cr532;Weigh
collect_hu3057;Collect Goods
stock_cr532;Place in Stock
collect_hu3071;Collect Goods
load_truck_hu3057;Load Truck
collect_hu3061;Collect Goods
collect_hu3067;Collect Goods
load_truck_hu3061;Load Truck
collect_hu3063;Collect Goods
collect_hu3074;Collect Goods
collect_hu3066;Collect Goods
load_truck_hu3074;Load Truck
collect_hu3040;Collect Goods
load_truck_hu3040;Load Truck
collect_hu3059;Collect Goods
create_td195;Create Transport Document
load_truck_hu3048;Load Truck
collect_hu3068;Collect Goods
load_truck_hu3059;Load Truck
load_truck_hu3071;Load Truck
load_truck_hu3062;Load Truck
load_truck_hu3072;Load Truck
load_truck_hu3063;Load Truck
load_truck_hu3067;Load Truck
load_truck_hu3066;Load Truck
load_truck_hu3068;Load Truck
collect_hu3070;Collect Goods
book_vehs_td195;Book Vehicles
drive_term_cr676;Drive to Terminal
pick_cr617;Pick Up Empty Container
collect_hu3076;Collect Goods
load_truck_hu3070;Load Truck
load_veh_cr530;Load to Vehicle
reg_co200;Register Customer Order
drive_term_cr625;Drive to Terminal
pick_cr572;Pick Up Empty Container
load_veh_cr536;Load to Vehicle
weigh_cr676;Weigh
load_veh_cr628;Load to Vehicle
stock_cr676;Place in Stock
load_veh_cr610;Load to Vehicle
to_bay_cr585;Bring to Loading Bay
to_bay_cr563;Bring to Loading Bay
load_veh_cr469;Load to Vehicle
load_veh_cr563;Load to Vehicle
to_bay_cr562;Bring to Loading Bay
to_bay_cr588;Bring to Loading Bay
load_veh_cr585;Load to Vehicle
load_veh_cr427;Load to Vehicle
to_bay_cr623;Bring to Loading Bay
load_veh_cr588;Load to Vehicle
drive_term_cr672;Drive to Terminal
pick_cr508;Pick Up Empty Container
collect_hu3077;Collect Goods
load_truck_hu3076;Load Truck
drive_term_cr609;Drive to Terminal
pick_cr615;Pick Up Empty Container
load_truck_hu3077;Load Truck
collect_hu3082;Collect Goods
collect_hu3086;Collect Goods
load_truck_hu3082;Load Truck
collect_hu3079;Collect Goods
load_truck_hu3086;Load Truck
load_truck_hu3079;Load Truck
collect_hu3092;Collect Goods
collect_hu3078;Collect Goods
load_truck_hu3078;Load Truck
collect_hu3065;Collect Goods
load_truck_hu3065;Load Truck
collect_hu3088;Collect Goods
collect_hu3073;Collect Goods
load_truck_hu3092;Load Truck
collect_hu3090;Collect Goods
load_truck_hu3073;Load Truck
collect_hu3064;Collect Goods
load_truck_hu3090;Load Truck
collect_hu3081;Collect Goods
load_truck_hu3064;Load Truck
load_veh_cr562;Load to Vehicle
to_bay_cr586;Bring to Loading Bay
load_truck_hu3088;Load Truck
to_bay_cr593;Bring to Loading Bay
load_truck_hu3081;Load Truck
collect_hu3085;Collect Goods
create_td196;Create Transport Document
collect_hu3069;Collect Goods
load_truck_hu3085;Load Truck
load_veh_cr623;Load to Vehicle
load_truck_hu3069;Load Truck
collect_hu3093;Collect Goods
load_veh_cr586;Load to Vehicle
weigh_cr625;Weigh
collect_hu3094;Collect Goods
load_truck_hu3093;Load Truck
load_veh_cr593;Load to Vehicle
to_bay_cr564;Bring to Loading Bay
to_bay_cr568;Bring to Loading Bay
load_veh_cr564;Load to Vehicle
weigh_cr609;Weigh
collect_hu3084;Collect Goods
load_truck_hu3094;Load Truck
to_bay_cr625;Bring to Loading Bay
to_bay_cr609;Bring to Loading Bay
collect_hu3091;Collect Goods
load_truck_hu3084;Load Truck
collect_hu3080;Collect Goods
load_truck_hu3091;Load Truck
load_veh_cr568;Load to Vehicle
weigh_cr672;Weigh
drive_term_cr592;Drive to Terminal
pick_cr560;Pick Up Empty Container
to_bay_cr672;Bring to Loading Bay
collect_hu3098;Collect Goods
load_truck_hu3080;Load Truck
resch_cr_cr609;Reschedule Container
weigh_cr592;Weigh
collect_hu3095;Collect Goods
load_veh_cr625;Load to Vehicle
to_bay_cr592;Bring to Loading Bay
collect_hu3087;Collect Goods
to_bay_cr638;Bring to Loading Bay
load_veh_cr672;Load to Vehicle
collect_hu3075;Collect Goods
load_truck_hu3087;Load Truck
load_veh_cr592;Load to Vehicle
load_truck_hu3075;Load Truck
collect_hu3100;Collect Goods
load_veh_cr573;Load to Vehicle
load_truck_hu3095;Load Truck
collect_hu3083;Collect Goods
load_truck_hu3098;Load Truck
to_bay_cr692;Bring to Loading Bay
to_bay_cr626;Bring to Loading Bay
load_truck_hu3083;Load Truck
collect_hu3096;Collect Goods
load_truck_hu3100;Load Truck
book_vehs_td196;Book Vehicles
collect_hu3089;Collect Goods
load_truck_hu3096;Load Truck
load_veh_cr638;Load to Vehicle
load_truck_hu3089;Load Truck
collect_hu3097;Collect Goods
load_veh_cr692;Load to Vehicle
load_veh_cr511;Load to Vehicle
to_bay_cr567;Bring to Loading Bay
load_truck_hu3097;Load Truck
collect_hu3099;Collect Goods
drive_term_cr508;Drive to Terminal
pick_cr552;Pick Up Empty Container
load_veh_cr626;Load to Vehicle
load_veh_cr557;Load to Vehicle
load_veh_cr567;Load to Vehicle
collect_hu3101;Collect Goods
load_truck_hu3099;Load Truck
drive_term_cr572;Drive to Terminal
pick_cr673;Pick Up Empty Container
collect_hu3103;Collect Goods
load_veh_cr467;Load to Vehicle
order_crs_td196;Order Empty Containers
collect_hu3107;Collect Goods
load_veh_cr602;Load to Vehicle
weigh_cr572;Weigh
collect_hu3104;Collect Goods
load_veh_cr528;Load to Vehicle
weigh_cr508;Weigh
drive_term_cr658;Drive to Terminal
pick_cr644;Pick Up Empty Container
load_truck_hu3101;Load Truck
drive_term_cr617;Drive to Terminal
pick_cr590;Pick Up Empty Container
load_truck_hu3103;Load Truck
order_crs_td195;Order Empty Containers
load_veh_cr488;Load to Vehicle
weigh_cr617;Weigh
to_bay_cr508;Bring to Loading Bay
collect_hu3119;Collect Goods
load_truck_hu3104;Load Truck
load_truck_hu3107;Load Truck
to_bay_cr572;Bring to Loading Bay
drive_term_cr615;Drive to Terminal
pick_cr682;Pick Up Empty Container
drive_term_cr560;Drive to Terminal
pick_cr538;Pick Up Empty Container
reg_co201;Register Customer Order
resch_cr_cr508;Reschedule Container
weigh_cr658;Weigh
resch_cr_cr572;Reschedule Container
to_bay_cr617;Bring to Loading Bay
to_bay_cr658;Bring to Loading Bay
load_veh_cr616;Load to Vehicle
collect_hu3112;Collect Goods
load_truck_hu3112;Load Truck
collect_hu3115;Collect Goods
load_veh_cr658;Load to Vehicle
weigh_cr615;Weigh
to_bay_cr615;Bring to Loading Bay
collect_hu3131;Collect Goods
resch_cr_cr617;Reschedule Container
resch_cr_cr615;Reschedule Container
collect_hu3128;Collect Goods
load_truck_hu3115;Load Truck
collect_hu3136;Collect Goods
load_veh_cr587;Load to Vehicle
collect_hu3111;Collect Goods
collect_hu3120;Collect Goods
load_truck_hu3111;Load Truck
weigh_cr560;Weigh
load_truck_hu3128;Load Truck
collect_hu3102;Collect Goods
to_bay_cr560;Bring to Loading Bay
load_truck_hu3102;Load Truck
collect_hu3121;Collect Goods
load_veh_cr560;Load to Vehicle
collect_hu3127;Collect Goods
collect_hu3117;Collect Goods
load_truck_hu3127;Load Truck
load_truck_hu3117;Load Truck
collect_hu3105;Collect Goods
load_truck_hu3105;Load Truck
collect_hu3122;Collect Goods
collect_hu3130;Collect Goods
collect_hu3134;Collect Goods
load_truck_hu3130;Load Truck
collect_hu3124;Collect Goods
collect_hu3113;Collect Goods
load_truck_hu3121;Load Truck
load_truck_hu3120;Load Truck
load_truck_hu3119;Load Truck
load_truck_hu3124;Load Truck
load_truck_hu3122;Load Truck
load_truck_hu3134;Load Truck
load_truck_hu3131;Load Truck
collect_hu3116;Collect Goods
load_truck_hu3113;Load Truck
load_truck_hu3136;Load Truck
collect_hu3132;Collect Goods
load_truck_hu3116;Load Truck
create_td197;Create Transport Document
collect_hu3110;Collect Goods
load_truck_hu3132;Load Truck
collect_hu3123;Collect Goods
load_truck_hu3110;Load Truck
load_truck_hu3123;Load Truck
collect_hu3125;Collect Goods
reg_co202;Register Customer Order
load_truck_hu3125;Load Truck
collect_hu3108;Collect Goods
load_truck_hu3108;Load Truck
collect_hu3126;Collect Goods
load_truck_hu3126;Load Truck
collect_hu3129;Collect Goods
collect_hu3118;Collect Goods
load_truck_hu3129;Load Truck
drive_term_cr590;Drive to Terminal
pick_cr633;Pick Up Empty Container
collect_hu3139;Collect Goods
load_truck_hu3118;Load Truck
weigh_cr590;Weigh
collect_hu3138;Collect Goods
to_bay_cr590;Bring to Loading Bay
collect_hu3109;Collect Goods
load_veh_cr590;Load to Vehicle
collect_hu3114;Collect Goods
load_truck_hu3109;Load Truck
collect_hu3137;Collect Goods
load_truck_hu3114;Load Truck
collect_hu3133;Collect Goods
load_truck_hu3133;Load Truck
collect_hu3135;Collect Goods
load_truck_hu3135;Load Truck
collect_hu3106;Collect Goods
drive_term_cr673;Drive to Terminal
pick_cr622;Pick Up Empty Container
weigh_cr673;Weigh
stock_cr673;Place in Stock
load_truck_hu3106;Load Truck
collect_hu3145;Collect Goods
collect_hu3143;Collect Goods
drive_term_cr682;Drive to Terminal
pick_cr611;Pick Up Empty Container
weigh_cr682;Weigh
to_bay_cr682;Bring to Loading Bay
load_truck_hu3137;Load Truck
load_truck_hu3139;Load Truck
load_veh_cr682;Load to Vehicle
load_truck_hu3138;Load Truck
drive_term_cr538;Drive to Terminal
pick_cr598;Pick Up Empty Container
weigh_cr538;Weigh
collect_hu3152;Collect Goods
collect_hu3148;Collect Goods
collect_hu3144;Collect Goods
load_truck_hu3148;Load Truck
collect_hu3141;Collect Goods
collect_hu3151;Collect Goods
load_truck_hu3141;Load Truck
load_truck_hu3144;Load Truck
collect_hu3150;Collect Goods
collect_hu3142;Collect Goods
load_truck_hu3145;Load Truck
collect_hu3149;Collect Goods
load_truck_hu3143;Load Truck
load_truck_hu3142;Load Truck
collect_hu3147;Collect Goods
load_truck_hu3147;Load Truck
collect_hu3153;Collect Goods
collect_hu3140;Collect Goods
collect_hu3146;Collect Goods
load_truck_hu3140;Load Truck
load_truck_hu3146;Load Truck
collect_hu3154;Collect Goods
drive_term_cr633;Drive to Terminal
pick_cr607;Pick Up Empty Container
collect_hu3158;Collect Goods
weigh_cr633;Weigh
drive_term_cr644;Drive to Terminal
pick_cr639;Pick Up Empty Container
weigh_cr644;Weigh
stock_cr633;Place in Stock
to_bay_cr538;Bring to Loading Bay
collect_hu3163;Collect Goods
collect_hu3165;Collect Goods
stock_cr644;Place in Stock
collect_hu3156;Collect Goods
drive_term_cr622;Drive to Terminal
pick_cr659;Pick Up Empty Container
resch_cr_cr538;Reschedule Container
drive_term_cr552;Drive to Terminal
pick_cr645;Pick Up Empty Container
load_truck_hu3153;Load Truck
weigh_cr552;Weigh
load_truck_hu3150;Load Truck
to_bay_cr552;Bring to Loading Bay
load_truck_hu3152;Load Truck
resch_cr_cr552;Reschedule Container
load_truck_hu3149;Load Truck
load_truck_hu3154;Load Truck
load_truck_hu3151;Load Truck
book_vehs_td197;Book Vehicles
create_td198;Create Transport Document
reg_co203;Register Customer Order
drive_term_cr611;Drive to Terminal
pick_cr495;Pick Up Empty Container
weigh_cr611;Weigh
to_bay_cr611;Bring to Loading Bay
load_truck_hu3158;Load Truck
resch_cr_cr611;Reschedule Container
weigh_cr622;Weigh
depart_vh30;Depart
collect_hu3175;Collect Goods
load_truck_hu3163;Load Truck
collect_hu3155;Collect Goods
collect_hu3160;Collect Goods
collect_hu3170;Collect Goods
load_truck_hu3165;Load Truck
collect_hu3171;Collect Goods
load_truck_hu3170;Load Truck
collect_hu3173;Collect Goods
collect_hu3164;Collect Goods
load_truck_hu3173;Load Truck
collect_hu3162;Collect Goods
load_truck_hu3164;Load Truck
load_truck_hu3171;Load Truck
load_truck_hu3162;Load Truck
collect_hu3167;Collect Goods
load_truck_hu3167;Load Truck
collect_hu3159;Collect Goods
collect_hu3174;Collect Goods
collect_hu3176;Collect Goods
book_vehs_td198;Book Vehicles
collect_hu3178;Collect Goods
drive_term_cr598;Drive to Terminal
pick_cr412;Pick Up Empty Container
collect_hu3180;Collect Goods
drive_term_cr659;Drive to Terminal
pick_cr646;Pick Up Empty Container
weigh_cr659;Weigh
weigh_cr598;Weigh
collect_hu3166;Collect Goods
to_bay_cr659;Bring to Loading Bay
stock_cr598;Place in Stock
load_truck_hu3166;Load Truck
collect_hu3183;Collect Goods
resch_cr_cr659;Reschedule Container
collect_hu3187;Collect Goods
collect_hu3188;Collect Goods
to_bay_cr622;Bring to Loading Bay
load_truck_hu3155;Load Truck
load_truck_hu3174;Load Truck
load_truck_hu3160;Load Truck
resch_cr_cr622;Reschedule Container
load_truck_hu3176;Load Truck
load_truck_hu3159;Load Truck
load_truck_hu3175;Load Truck
load_truck_hu3178;Load Truck
load_truck_hu3156;Load Truck
load_truck_hu3187;Load Truck
collect_hu3190;Collect Goods
load_truck_hu3188;Load Truck
collect_hu3157;Collect Goods
load_truck_hu3190;Load Truck
collect_hu3179;Collect Goods
load_truck_hu3157;Load Truck
collect_hu3161;Collect Goods
load_truck_hu3179;Load Truck
collect_hu3182;Collect Goods
load_truck_hu3161;Load Truck
collect_hu3181;Collect Goods
collect_hu3172;Collect Goods
load_truck_hu3172;Load Truck
collect_hu3186;Collect Goods
drive_term_cr607;Drive to Terminal
pick_cr681;Pick Up Empty Container
load_truck_hu3186;Load Truck
collect_hu3194;Collect Goods
weigh_cr607;Weigh
